csv,csv_Cn,js,js_Cn,log,log_Cn,other,other_Cn,ps,ps_Cn,sql,sql_Cn,txt,txt_Cn,zip,zip_Cn,zz_level,zz_time,zz_today,path
0,0,6567254,1101,0,0,16015394,2392,0,0,0,0,14950,16,12177398,7,1,02:43:55,2016-07-12,C:\work\Dojo\CS 330 - Nodejs
0,0,7967873,902,3374,2,7575224,1145,0,0,0,0,10960,2,7251870,4,1,02:43:55,2016-07-12,C:\work\Dojo\CS 330- MongoDB
0,0,221243,7,0,0,9727369,102,0,0,0,0,8411,6,6556614,10,1,02:43:55,2016-07-12,C:\work\Dojo\CSSStuff
0,0,0,0,0,0,19094,20,0,0,0,0,0,0,0,0,1,02:43:55,2016-07-12,C:\work\Dojo\CS_105_Algorithms
0,0,40992416,5191,15183,9,40458572,9842,0,0,0,0,39581,37,22484111,12,1,02:43:55,2016-07-12,C:\work\Dojo\CS_330_FULL_MEAN
0,0,0,0,0,0,102262923,15,0,0,2965,1,0,0,9868124,2,1,02:43:55,2016-07-12,C:\work\Dojo\Downlodes
0,0,0,0,0,0,18431145,7,0,0,0,0,0,0,0,0,1,02:43:55,2016-07-12,C:\work\Dojo\HTML45
0,0,371,1,0,0,8866196,5,0,0,0,0,0,0,0,0,1,02:43:55,2016-07-12,C:\work\Dojo\intro
0,0,2464765,41,0,0,2792189,105,0,0,0,0,0,0,1410161,8,1,02:43:55,2016-07-12,C:\work\Dojo\jquery
0,0,0,0,0,0,1273191,11,0,0,3702802,12,0,0,92048,1,1,02:43:55,2016-07-12,C:\work\Dojo\mysql
0,0,2311,4,0,0,8307,5,0,0,0,0,0,0,4565,1,1,02:43:55,2016-07-12,C:\work\Dojo\New folder
0,0,2121,2,0,0,10445,15,0,0,0,0,1854,3,0,0,1,02:43:55,2016-07-12,C:\work\Dojo\q&a notes
0,0,2506779,35,0,0,2125140,40,0,0,0,0,25223,6,0,0,1,02:43:55,2016-07-12,C:\work\Dojo\Refs-notes
0,0,0,0,0,0,20341,1,0,0,0,0,0,0,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\backups
0,0,646,1,0,0,48451,22,0,0,0,0,0,0,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\CS 300 - Javascript Course
0,0,3946437,443,1687,1,3753189,539,0,0,0,0,0,0,476120,4,1,03:38:20,2016-07-12,C:\work\Dojo\CS 330 - Angular
0,0,6567254,1101,0,0,16015394,2392,0,0,0,0,14950,16,12177398,7,1,03:38:20,2016-07-12,C:\work\Dojo\CS 330 - Nodejs
0,0,7967873,902,3374,2,7575224,1145,0,0,0,0,10960,2,7251870,4,1,03:38:20,2016-07-12,C:\work\Dojo\CS 330- MongoDB
0,0,221243,7,0,0,9727369,102,0,0,0,0,8411,6,6556614,10,1,03:38:20,2016-07-12,C:\work\Dojo\CSSStuff
0,0,0,0,0,0,19094,20,0,0,0,0,0,0,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\CS_105_Algorithms
0,0,40992416,5191,15183,9,40458572,9842,0,0,0,0,39581,37,22484111,12,1,03:38:20,2016-07-12,C:\work\Dojo\CS_330_FULL_MEAN
0,0,0,0,0,0,102262923,15,0,0,2965,1,0,0,9868124,2,1,03:38:20,2016-07-12,C:\work\Dojo\Downlodes
0,0,0,0,0,0,18431145,7,0,0,0,0,0,0,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\HTML45
0,0,371,1,0,0,8866196,5,0,0,0,0,0,0,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\intro
0,0,2464765,41,0,0,2792189,105,0,0,0,0,0,0,1410161,8,1,03:38:20,2016-07-12,C:\work\Dojo\jquery
0,0,0,0,0,0,1273191,11,0,0,3702802,12,0,0,92048,1,1,03:38:20,2016-07-12,C:\work\Dojo\mysql
0,0,2311,4,0,0,8307,5,0,0,0,0,0,0,4565,1,1,03:38:20,2016-07-12,C:\work\Dojo\New folder
0,0,2121,2,0,0,10445,15,0,0,0,0,1854,3,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\q&a notes
0,0,2506779,35,0,0,2125140,40,0,0,0,0,25223,6,0,0,1,03:38:20,2016-07-12,C:\work\Dojo\Refs-notes
0,0,0,0,0,0,20341,1,0,0,0,0,0,0,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\backups
0,0,646,1,0,0,48451,22,0,0,0,0,0,0,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\CS 300 - Javascript Course
0,0,3946437,443,1687,1,3753189,539,0,0,0,0,0,0,476120,4,1,03:38:52,2016-07-12,C:\work\Dojo\CS 330 - Angular
0,0,6567254,1101,0,0,16015394,2392,0,0,0,0,14950,16,12177398,7,1,03:38:52,2016-07-12,C:\work\Dojo\CS 330 - Nodejs
0,0,7967873,902,3374,2,7575224,1145,0,0,0,0,10960,2,7251870,4,1,03:38:52,2016-07-12,C:\work\Dojo\CS 330- MongoDB
0,0,221243,7,0,0,9727369,102,0,0,0,0,8411,6,6556614,10,1,03:38:52,2016-07-12,C:\work\Dojo\CSSStuff
0,0,0,0,0,0,19094,20,0,0,0,0,0,0,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\CS_105_Algorithms
0,0,40992416,5191,15183,9,40458572,9842,0,0,0,0,39581,37,22484111,12,1,03:38:52,2016-07-12,C:\work\Dojo\CS_330_FULL_MEAN
0,0,0,0,0,0,102262923,15,0,0,2965,1,0,0,9868124,2,1,03:38:52,2016-07-12,C:\work\Dojo\Downlodes
0,0,0,0,0,0,18431145,7,0,0,0,0,0,0,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\HTML45
0,0,371,1,0,0,8866196,5,0,0,0,0,0,0,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\intro
0,0,2464765,41,0,0,2792189,105,0,0,0,0,0,0,1410161,8,1,03:38:52,2016-07-12,C:\work\Dojo\jquery
0,0,0,0,0,0,1273191,11,0,0,3702802,12,0,0,92048,1,1,03:38:52,2016-07-12,C:\work\Dojo\mysql
0,0,2311,4,0,0,8307,5,0,0,0,0,0,0,4565,1,1,03:38:52,2016-07-12,C:\work\Dojo\New folder
0,0,2121,2,0,0,10445,15,0,0,0,0,1854,3,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\q&a notes
0,0,2506779,35,0,0,2125140,40,0,0,0,0,25223,6,0,0,1,03:38:52,2016-07-12,C:\work\Dojo\Refs-notes
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,03:47:07,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,03:47:07,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,05:18:48,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,05:18:48,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,06:06:05,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,06:06:05,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,06:50:58,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,06:50:58,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,07:38:10,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,07:38:10,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:32:05,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:32:05,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:33:45,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:33:45,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:35:47,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:35:47,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:54:56,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:54:56,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:58:46,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:58:46,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,09:59:44,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,09:59:44,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,10:01:24,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,10:01:24,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,10:02:15,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,10:02:15,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,10:03:51,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,10:03:51,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,10:07:51,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,10:07:51,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,14:51:25,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,14:51:25,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:16:25,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:16:25,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:16:57,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:16:57,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:18:37,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:18:37,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:19:30,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:19:30,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:24:51,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:24:51,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:44:03,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:44:03,2016-07-12,C:/testdirs\subDirFoo
50000000,1,0,0,50000000,1,0,0,0,0,0,0,0,0,0,0,1,18:44:12,2016-07-12,C:/testdirs\subDirBoo
0,0,0,0,0,0,52429824,2,0,0,0,0,0,0,0,0,1,18:44:12,2016-07-12,C:/testdirs\subDirFoo
0,0,0,0,0,0,20341,1,0,0,0,0,0,0,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\backups
0,0,646,1,0,0,48451,22,0,0,0,0,0,0,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\CS 300 - Javascript Course
0,0,3946437,443,1687,1,3753189,539,0,0,0,0,0,0,476120,4,1,18:46:00,2016-07-12,C:/work/Dojo\CS 330 - Angular
0,0,6567254,1101,0,0,16015394,2392,0,0,0,0,14950,16,12177398,7,1,18:46:00,2016-07-12,C:/work/Dojo\CS 330 - Nodejs
0,0,7967873,902,3374,2,7575224,1145,0,0,0,0,10960,2,7251870,4,1,18:46:00,2016-07-12,C:/work/Dojo\CS 330- MongoDB
0,0,221243,7,0,0,9727369,102,0,0,0,0,8411,6,6556614,10,1,18:46:00,2016-07-12,C:/work/Dojo\CSSStuff
0,0,0,0,0,0,19094,20,0,0,0,0,0,0,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\CS_105_Algorithms
0,0,40992416,5191,15183,9,40458572,9842,0,0,0,0,39581,37,22484111,12,1,18:46:00,2016-07-12,C:/work/Dojo\CS_330_FULL_MEAN
0,0,0,0,0,0,102262923,15,0,0,2965,1,0,0,9868124,2,1,18:46:00,2016-07-12,C:/work/Dojo\Downlodes
0,0,0,0,0,0,18431145,7,0,0,0,0,0,0,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\HTML45
0,0,371,1,0,0,8866196,5,0,0,0,0,0,0,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\intro
0,0,2464765,41,0,0,2792189,105,0,0,0,0,0,0,1410161,8,1,18:46:00,2016-07-12,C:/work/Dojo\jquery
0,0,0,0,0,0,1273191,11,0,0,3702802,12,0,0,92048,1,1,18:46:00,2016-07-12,C:/work/Dojo\mysql
0,0,2311,4,0,0,8307,5,0,0,0,0,0,0,4565,1,1,18:46:00,2016-07-12,C:/work/Dojo\New folder
0,0,2121,2,0,0,10445,15,0,0,0,0,1854,3,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\q&a notes
0,0,2506779,35,0,0,2125140,40,0,0,0,0,25223,6,0,0,1,18:46:00,2016-07-12,C:/work/Dojo\Refs-notes
